alpha_snorna,alpha_disease,k_snorna,k_disease,association_weight,mean_auc,std_auc,mean_aupr,std_aupr
0.7,0.3,10,10,0.5,0.9287639710716633,0.013066508078388751,0.9249087494514632,0.014944109759454425
0.7,0.3,10,10,0.8,0.9207675871137411,0.019386085598877823,0.9170884086741513,0.025418028807083298
0.7,0.3,10,10,1.0,0.9235700197238659,0.01586857656613871,0.9239014417511855,0.011193759500997777
0.7,0.3,10,20,0.5,0.9210963182117027,0.015882347960572727,0.9194650615778179,0.020797570891139587
0.7,0.3,10,20,0.8,0.9238823142669297,0.012373942443281587,0.9120928500637984,0.013662578046866426
0.7,0.3,10,20,1.0,0.9299884944115714,0.011509884611634909,0.9340477032543427,0.006491130654364338
0.7,0.3,10,30,0.5,0.9192965154503616,0.010334104014517054,0.915359320398003,0.011290857634013378
0.7,0.3,10,30,0.8,0.9213839579224194,0.015297157349851178,0.9199944954191561,0.01793755671892933
0.7,0.3,10,30,1.0,0.9217619986850757,0.004046448148655753,0.918625785190844,0.01239950131181577
0.7,0.3,20,10,0.5,0.9266847468770546,0.01591068702050069,0.9276071243516734,0.026715609136248753
0.7,0.3,20,10,0.8,0.9278846153846155,0.010879739216456968,0.9208646762164889,0.013012526703410288
0.7,0.3,20,10,1.0,0.9114316239316238,0.019476634419620418,0.9058761311829866,0.022364197253818153
0.7,0.3,20,20,0.5,0.9232823800131493,0.01650536222397982,0.9190503827218569,0.02226906225457939
0.7,0.3,20,20,0.8,0.9242274819197895,0.013247190270085548,0.9238738023968059,0.01280819470345238
0.7,0.3,20,20,1.0,0.9125575279421433,0.02042603220697086,0.9109682810456814,0.01979888181818761
0.7,0.3,20,30,0.5,0.9344838921762,0.012352008124725427,0.9348750616078755,0.011799198148379621
0.7,0.3,20,30,0.8,0.9213921761998686,0.01773381642511129,0.9251509475929284,0.017861964556776126
0.7,0.3,20,30,1.0,0.9274408284023667,0.009236605348098774,0.9236934683441447,0.00945179341940977
0.7,0.3,30,10,0.5,0.9275476660092046,0.0108283220300347,0.9281707090367229,0.010816011269538472
0.7,0.3,30,10,0.8,0.924810979618672,0.022658469066354672,0.9261946363324304,0.023927346185242043
0.7,0.3,30,10,1.0,0.9232001972386588,0.013349149202614536,0.9221948806854762,0.02071345692334112
0.7,0.3,30,20,0.5,0.9324786324786325,0.01198664432372361,0.9362187522303861,0.0067717039181250365
0.7,0.3,30,20,0.8,0.9308842866535174,0.010103368601706741,0.9315261692269925,0.017278056608188787
0.7,0.3,30,20,1.0,0.9119904667981592,0.011704869935980135,0.9085129959133079,0.011776591093623045
0.7,0.3,30,30,0.5,0.9282873109796187,0.008007293395414719,0.928184736856619,0.0060574877093539595
0.7,0.3,30,30,0.8,0.919888231426693,0.009507009064752008,0.9196424415707911,0.01014082578032717
0.7,0.3,30,30,1.0,0.9294871794871795,0.01872662150902703,0.9336569277151442,0.016923607879440635
0.7,0.5,10,10,0.5,0.9259368836291912,0.01972397887870325,0.9233818842440581,0.0205873026960001
0.7,0.5,10,10,0.8,0.9142504930966469,0.0115977162969374,0.908121144447805,0.019415267711083206
0.7,0.5,10,10,1.0,0.9305719921104536,0.01524056453386296,0.929703362538989,0.013222476924005019
0.7,0.5,10,20,0.5,0.9202827087442472,0.017572533696031366,0.9199337032197932,0.022591654434441652
0.7,0.5,10,20,0.8,0.9252054569362261,0.021753213783082547,0.9204076900313005,0.019483833379025265
0.7,0.5,10,20,1.0,0.9222386587771203,0.02257219283641576,0.9166226673875453,0.029657799328052917
0.7,0.5,10,30,0.5,0.9196663379355687,0.020422146618861454,0.9178859315394575,0.022398820036865386
0.7,0.5,10,30,0.8,0.911094674556213,0.012901533467767307,0.9030969672778362,0.012072309987873356
0.7,0.5,10,30,1.0,0.9273011176857331,0.014560074242281963,0.9299678121561079,0.011871464368233702
0.7,0.5,20,10,0.5,0.9253944773175542,0.009192046889157151,0.9223117721686311,0.011078862390707636
0.7,0.5,20,10,0.8,0.9209237343852728,0.01419762078032054,0.9204002060133327,0.014157018048221448
0.7,0.5,20,10,1.0,0.920956607495069,0.009833765659127334,0.918539481940299,0.005213223236049023
0.7,0.5,20,20,0.5,0.9134204470742933,0.022126405233440984,0.9092115886318755,0.01906031734288964
0.7,0.5,20,20,0.8,0.9203648915187378,0.003635322307744951,0.9168538611143087,0.005066232703473663
0.7,0.5,20,20,1.0,0.917948717948718,0.007412567361148852,0.9149632357544849,0.014132002612674773
0.7,0.5,20,30,0.5,0.9249260355029586,0.011560782658521231,0.9142290045085687,0.019626924978526177
0.7,0.5,20,30,0.8,0.9169707429322814,0.01850125005828053,0.9094835771249057,0.02509525889437642
0.7,0.5,20,30,1.0,0.926216305062459,0.012983099354658518,0.9222586487202493,0.010009463774180568
0.7,0.5,30,10,0.5,0.9339825772518081,0.02225040908516351,0.9347701229222366,0.02253386580808508
0.7,0.5,30,10,0.8,0.9167159763313609,0.012889010401777682,0.912837268972028,0.016799445050109395
0.7,0.5,30,10,1.0,0.9238658777120315,0.009994770219469444,0.9120337185050904,0.00841046820528843
0.7,0.5,30,20,0.5,0.9192225509533202,0.019787188785731352,0.9108920453934595,0.02868973542507569
0.7,0.5,30,20,0.8,0.9185075608152532,0.01503943425916337,0.9122001189165398,0.0266840027623067
0.7,0.5,30,20,1.0,0.9098454963839581,0.009234031088166688,0.9037136712494057,0.018981636097708858
0.7,0.5,30,30,0.5,0.9262327416173569,0.010561154835503324,0.9230772222230128,0.012424692355908516
0.7,0.5,30,30,0.8,0.9244986850756082,0.010109536888376304,0.9279795942263853,0.014256316540316265
0.7,0.5,30,30,1.0,0.9180966469428007,0.00913092417752824,0.9081378301631821,0.017021098803219448
0.7,0.7,10,10,0.5,0.9252465483234713,0.004664507786897878,0.9262453962706912,0.007303537017648033
0.7,0.7,10,10,0.8,0.9223537146614069,0.016589842418526606,0.9204562043463209,0.023366656920078426
0.7,0.7,10,10,1.0,0.926602564102564,0.009269670518397414,0.9244899678722109,0.01122519378171978
0.7,0.7,10,20,0.5,0.931689677843524,0.013445629352976827,0.9279299920571539,0.013435195742401007
0.7,0.7,10,20,0.8,0.9270463510848128,0.014804847610989972,0.9243331370066892,0.02074133021628281
0.7,0.7,10,20,1.0,0.92887902695595,0.012402396340580013,0.9266558738217376,0.017562997218694455
0.7,0.7,10,30,0.5,0.9137984878369494,0.01563848585236269,0.9132153856091939,0.015275820278645873
0.7,0.7,10,30,0.8,0.9222633136094676,0.014984162404558328,0.9117408385706959,0.014898550999026115
0.7,0.7,10,30,1.0,0.914061472715319,0.014703864943219156,0.9090508378926,0.01896581623576388
0.7,0.7,20,10,0.5,0.9277449046679817,0.020148454345547354,0.9242068034424967,0.02253302835295239
0.7,0.7,20,10,0.8,0.9237590401051939,0.015221496726224696,0.9243644249549025,0.0196889162056275
0.7,0.7,20,10,1.0,0.9281640368178831,0.01631147758389336,0.9192342742401971,0.019093839596944877
0.7,0.7,20,20,0.5,0.9262368507560815,0.015069262202765542,0.9265303998466964,0.011907547762411345
0.7,0.7,20,20,0.8,0.9189760026298488,0.022737783144388228,0.9125776857731959,0.019060253636715513
0.7,0.7,20,20,1.0,0.9229536489151874,0.015054394874493351,0.9221664701243812,0.02390086370196492
0.7,0.7,20,30,0.5,0.9298652202498356,0.020451813787401133,0.9255215231294807,0.031531551807591575
0.7,0.7,20,30,0.8,0.9353961209730441,0.009947151258311361,0.9373882421945255,0.009597319121031232
0.7,0.7,20,30,1.0,0.9249095989480605,0.009817887341454452,0.9234921284941159,0.014364982118475495
0.7,0.7,30,10,0.5,0.9324046679815912,0.02031349725681704,0.9273570206488457,0.026847459959307613
0.7,0.7,30,10,0.8,0.9208908612754765,0.005690134949039357,0.9230071024950199,0.006708086310709475
0.7,0.7,30,10,1.0,0.9114809335963182,0.013042781747389773,0.912815144537614,0.014788291343910654
0.7,0.7,30,20,0.5,0.9203566732412887,0.011551443094625307,0.9237340452677654,0.014599322013865186
0.7,0.7,30,20,0.8,0.9274243918474687,0.007706159174266585,0.9294121868040852,0.010529351933536376
0.7,0.7,30,20,1.0,0.919904667981591,0.00997786206152624,0.9165600396053064,0.01658600417449222
0.7,0.7,30,30,0.5,0.9173898750821827,0.019930239512051147,0.9141918528056348,0.014643645336509829
0.7,0.7,30,30,0.8,0.9244411571334649,0.029188116842740475,0.9198730976807943,0.03242122199937978
0.7,0.7,30,30,1.0,0.9251232741617358,0.006871453095550066,0.921927907971534,0.011363032208180215
